0.0565,0.063,0.4984,0.5562,0.1307,0.1348
0.5308,0.5565,0.1086,0.1422,0.4817,0.4362
0.0978,0.102,0.0985,0.112,0.1383,0.1316
0.144,0.1562,0.1183,0.1256,0.1095,0.096
0.175,0.2212,0.1407,0.169,0.0972,0.1058
0.3021,0.3254,0.0415,0.0527,0.1254,0.1029
0.4065,0.3644,0.0505,0.0445,0.0522,0.0721
0.4605,0.4632,0.048,0.0446,0.0866,0.0858
