0.2068,0.1995,0.2336,0.2213
0.2966,0.2771,0.2955,0.2968
0.4467,0.383,0.3419,0.3886
0.423,0.525,0.4927,0.4773
0.6052,0.5877,0.6322,0.5789
0.6634,0.7258,0.638,0.627
0.7057,0.6648,0.7188,0.5917
0.5282,0.4987,0.717,0.4781
